Ticker,Entry_Date,Exit_Date,Entry_Price,Exit_Price,PnL_Pct,Reason
BTC-USD,2023-07-26,2023-07-27,29354.97265625,29210.689453125,-0.6915119656712762,SIGNAL_EXIT
BTC-USD,2023-07-28,2023-08-02,29319.24609375,29151.958984375,-0.7705709786673562,SIGNAL_EXIT
BTC-USD,2023-08-07,2023-08-08,29180.578125,29765.4921875,1.8044635853149325,SIGNAL_EXIT
BTC-USD,2024-01-23,2024-01-27,39845.55078125,42120.0546875,5.508300830717356,SIGNAL_EXIT
BTC-USD,2024-06-19,2024-06-24,64960.296875,60277.4140625,-7.408838379404344,ATR_TRAILING_STOP
BTC-USD,2024-06-25,2024-07-01,61804.640625,62851.98046875,1.494597417214575,SIGNAL_EXIT
BTC-USD,2024-07-04,2024-07-05,56977.703125,56662.375,-0.7534237213954034,SIGNAL_EXIT
BTC-USD,2024-08-03,2024-08-04,60680.09375,58116.9765625,-4.423983565450572,SIGNAL_EXIT
